text,label
dara teaching and learning islam teaching and learning islam,8549
grain millingproduction of flour groat meal maize coarn,1061
retail sale of good and other food product sugar attaya bread,4711
retail sale of cosmetic body lotion soap etc,4772
grain milling production of flour groat meal maize coarn etc,1061
retail sale of household use plate,4759
manufacturing of metal material window door,2511
retail sale of good and other food product sugar sweet drink,4711
retail sale of good and other food product sugar sweet attaya,4711
madarasa junior and senior education teaching arabic and english,8521
retail sale of good and other food product sugar sweet soap,4711
retal sale of good and other food product bread drink and beverage,4711
retail sale of drink beverage soap drink beverage soap,4711
retail sale of good and other food product drink bread beverage etc,4711
retail sale of good and other food product sweet drink sugar,4711
madarasa junior and senior secondary teaching arabic and english,8521
retail sale of good and other food product onion maggie sugar,4711
retail sale of good and other food product sugar drink beverage,4711
reail sale of good and other food product soap drink etc,4711
manufacture of cream sow milk charkiri,1050
retail sale of good and other food product drink rice beverage,4711
repair of electronic repair mobile phone,9512
retail sale of good and other food product drink rice oil etc,4711
manufacturing of farming tool hoe axe,2593
grain milling production of flour groat meal maize corn etc,1061
retail sale of motor cycle part motor cycle part,4540
retail of good and other food product drink bread beverage,4711
retail sale of good and other food product drink rice beverage etc,4711
retail sale of kitchen utility kitchen utensil,4759
retail sale of good and other food drink sugar sweet,4711
grain milling production of flour groat and meal maize coarn,1061
manufacturing of metal material door window,2511
retail sale of sewing thread sewing thread,4751
sending and receiving of wave money sending and receiving money,6619
retail sale of good and other food drink bread sugar,4711
grain milling production of flour groat meal maizecoarn,1061
retail sale of good and other food product drink sugar sweet,4711
manufacturing of wearing apparel wear apparel,1410
retail sale of good and other food product drink soap beverage,4711
reail sale of good and other food product bread drink beverage,4711
retail sale of good and other food product biscuit drink onion etc,4711
retail sale of wearing apparel wearing apparel,4782
retail sale of food attaya sugar sweet,4721
restaurant sale of afra,5610
retail sale of food stuff oil maggie onion etc,4721
manufacture of cake cake bombom,1071
retail sale of food item oil maggie onion,4721
retail sale meat meat,4721
wave sending and receiving of money sending and receiving money,6619
retail sale of good and other food product drink beverage bread,4711
retail sale of rice oil pampers rice oil pampers,4711
madarasa junior and senior education teaching arab and english,8521
grain milling production of flour groat meal millimg of flour meal etc,1061
retail sale of good and other food product sugar sweetdrinks,4711
retail sale of good and other food product selling of drink beverage etc,4711
manufacturing of furniture bed chair,3100
retail sale of good and other food product sugar drink attaya,4711
retail sale of good and other food product drink beverage,4711
retail sale fuel fuel,4730
manufacture of metal metal door window etc,2511
retail sale of good and other food product maggie onion sugar,4711
manufacturing wearing apparel waering apparel,1410
retail sale of rice and oil rice and oil,4721
retail sale of good and other food product bread drink and beverage,4711
retail sale of food egg boli egg fry egg potato,5610
retail sale of good and other food product bread sugar sweet,4711
hairdressing and beauty treatment salon hairdressing and beauty treatment,9602
retail sale of good and other food product drikns bread beverage,4711
madarasa junior education arabic and english,8521
retail sale wearing apparel clothes footwear etc,4771
manufacture of farming tool axe hoe cutlas,2593
retail sale of building material cement,4752
manufacturing of weaving textile weave textile,1312
retail sale of food maize coarn,4721
repair and maintenance of motor cycle motor cycle,4540
retail sale of good and other food product bread drink beverage etc,4711
retail sale of good and other food product selling of drink biscuit beverage etc,4711
retail sale of good an other food product drink bread beverage,4711
retail sale of meat afra boil meat etc,4721
manufacturing of cooked food afra boil meat,5610
madarasa junior education teaching arab and english,8521
retail sale of good and other food product sugar drink,4711
retail sale of good and other food product bread drink rice,4711
retail sale of good and non food drink bread an beverage,4711
retail sale of second hand good wearing second hand apparel,4774
sending and receiving of aps money aps money,6619
medical clinic health service,8610
manufacturing of metal material window door etc,2511
retail sale good and other food product sugar sweet etc,4711
retail sale of good and other food product drink sugar bread,4711
retail sale of cosmetic body lotion saop etc,4772
manufacture of precious jewellery jewellery,3211
retail sale of colarnut colanut,4721
sending and receiving of afrimoney qmoney afrimoney qmoney,6619
manufacturing of weaving of textile weave textile,1312
retail sale of good and other food product rice drink etc,4711
process of cream chakiri sow milk,1050
retail sale of good and other food product sugar sweet oil,4711
grain milling production of flour groat meal etc milling of grain,1061
repair of maintenance of motor cycle motor cycle,4540
manufacturing of bread bread,1050
manufacturing of cooked food cooked rice with soure,5610
whole sale of good and other food product juice rice sugar,4630
restaurant chicken afra,5610
other cleaning activity other cleaning activity,8129
retail sale of article of clothing male jean shirt retail sale of article of clothing male jean shirt,4782
manufacture of furniture manufacture of furniture including wardrobe bed etc,3100
retail sale of good and other food product in store retail sale in non specialised store with food beverage or tobacco predominating,4781
manufacturing of wearing apparel sewing clothes and textile,1410
maintenance and repair of motor vehicle pumping of tyre maintenance and repair of motor vehicle pumping of tyre,4520
sawing of cloth and textile sawing of cloth and textile,1410
manufacturing of jelwery and related article idolsbracelets chain manufacturing of jelwery and related article idolsbracelets chain,3211
retail sale of variety of item including food water beverage and non food product foodwater beverage and non food product,4711
retail sale of article of clothing retail sale of article of clothing,4782
maintenance and repair of bicycle repairing and maintenance of bicycle,3315
retail sale of article of clothing retail sale of article clothing,4782
manufacturing of fabricated metal structure frame door window and other related metal product manufacturing of fabricated metal structure frame door window and other related metal product,2511
wholesale and retail of food product and non food product sugar rice juice slipers jumbo etc,4711
manufacturing of jelwery and related article wood carving sand painting beadsjelwery manufacturing of jelwery and related article wood carving sand painting beadsjelwery,3211
wholesale of household utilitiesbowlscupsplatesflash cup plate basket wholesale of household appliancesbowlscupsplatesflash cup plate basket,4649
retail sale of cloth selling of cloth,4782
wholesale of building material cement rod in store wholesale of building material cement rod in specialised store,4663
retail sale of article of clothingmale jean shirt retail sale of article of clothing male jean shirt,4782
retail sale of jewellery retail sale of jewellery necklace banglesrings,4789
selling of gaseous fuel charcoal retail sale of gaseous fuel charcoal,4661
retail sale of cloth footwear cap etc selling of clothsfootwear cap etc,4782
sawing of cloth and textile sawing cloth and textile,1410
retail sale of horn and animal skin retail sale of horn and animal skin,4789
retail sale of crafted material like bag cloth wood carving wood carving bagscloths beat,4782
preparing and serving food breakfast and lunch preparing and serving food breakfast and lunch,5610
repairing and maintenance of electrical kettle electrical iron repairing and maintenance of electrical kettle electrical iron,9522
retail sale of telecommunication equipment in specialised store retail sale of mobile phonestablets and other related telecommunication device,4742
retail sale of moblie related accessory such a phone cover earpiece chargerscreen protector cover earpiece charger screen protector bluthooth pod,4742
retail sale of mattersses retail sale of other household equipment in specialised store,4789
retail sale of cosmetic item like sha butter soap traditional churai lallaleh soap shea butter churai lallaleh etc,4772
retail sale of article of clothingfemale abaya male haftans retail sale of article of clothingfemale abaya male,4782
manufacture of imitation jewellery and other related article manufacture of imitation jewellery and other related article,3212
to prepare an serve food to customer variety of food item tailored to customer preference,5610
selling of tailoring material threadsbutton zipper needle cutting retail sale of tailoring material threadsbutton zipper needle cutting in specialised store,4751
selling of chicken afra selling of afra,1010
retail sale of article of clothing male jean shirt retail sale of article of clothingmale jean shirt,4782
provide religious education teaching of quran quranic teaching,8510
selling of kitchen utility container mixer knife spoon cup retail sale of kitchen utility container mixer knife spoon cup,2393
retail sale of cosmetic beauty product and skincare item retail sale of cosmetic beauty product and skincare item,4772
manufacture of metal doorswindows and their frame metal doorswindows and their frame,2511
sale of motor vehicle part and accessory motor vegetable part example doorspump pressure plate,4530
selling of good and other food product in store retail sale of food in specialised store,4721
retail sale of article of clothing retail sale of article of clothing footwear and leather article in specialised store,4782
selling of crafted cloth crafted cloth,4782
retail sale of variety of item including food and non food product variety of food product such a bread sugar rice and non food product such a diaper creametc,4711
preparing and selling of variety of cuisine prepared meal water,5610
retail sale of comestic product retail sale of comestic product,4772
selling of variety of food item including cooking oil rice chicken tomato paste mustade cooking oil rice jumbo chicken onion mayonnaise butter garlic,4781
retail sale of firewood and charcoal selling of firewood and charcoal,4661
retail sale of comestic product retail sale of cosmetic product,4772
selling of cloth footwearbags clothsfootwear bag,4782
retail sale of motorcycle part and accessory retail sale of motorcycle part and accessory,4540
wholesale and retail of food product including mayonnaise soap sugar rice and non food product ataya rice sugarmayonnaise diaper etc,4711
retail sale of mobile phone earpiece cover selling of mobilephone headphone cover battery and protector blutooth,4742
retail sale of article of clothing and footwear retail sale of article of clothing and footwear,4782
retail sale of construction material and non construction material example sponge leader electricals material concrete nail extension adaptor brush measurement tape super clue etc,4752
welding and fabrication enterprise welding and fabrication service,2511
selling of cloth selling of cloth shocksboxers etc,4782
retail sale of good and other food product in store retail sale in non specialised store with food and beverage,4781
preparing of variety of meal variety of meal or cuisine,5610
retail sale of second hand good such a mattress door cloth shoe and containerd mattress cloth shoesdoors,4774
selling of food item in store retail sale of food item in specialised store,4781
retail sale of article of clothing retail sale of via stall of market article of clothing,4782
selling of tailoring material fabric thread cutting in store retail sale of tailoring material fabric thread cuttinglace in specialised store,4751
retail sale of variety of household item such a aluminium cooking pot morters and pestle stove aluminum cooking potsmortor and pestle stove and other kitchen utensil,4759
retail sale of cleaning supply such a omo shampoosoapbleachand other related item omo soap bleach and other related item,4772
retail sale of crafted good example clothshornhatbucket crafted cloth horn bucket hat,4782
retail sale of building material roofing material plumbing supply paint cement car oilcar filter nail,8129
selling of variety of item specifically designed for infant and toddler clothing football diapersbaby oilsoap cream etc etc,4782
retail sale of crafted item example cloth selling of cloth,4782
repair and maintenance of mobile phone and accessory repair and maintenance of mobile phone and other accessory,9512
retail sale of personal care including house spray body spray cream waist beadsshea butter house spray body spray cream waist beadsshea butter and churai,4772
retail sale of pharmaceutical health and beauty product offered prescription medication over the counter drug health supplement cosmetic,4772
mechanic repair and maintenance of motor vehicle maintenance of motor vehicle,4540
wholesale of grocery item bisquit shampoo body washcleanser body lotion wiperdiapers etc,4772
retail sale of cloth haftan selling of cloth haftan,4782
retail sale of building material plumbing supplieselectrical material,4752
retail sale of shoe and bag selling of shoe and bag,4782
retail sale of variety of food item including chicken onion jumbo vinegar ketchup etc chicken onion jumbo vinegar ketchup etc,4781
retail sale of good and other food product in store retail sale of vai stall of market of food and beverage,4781
manufacture of metal doore window etc metal window and door,2511
retail sale of mobile phone selling of mobile phone,4742
retail sale of clothing footwear and leather article retail sale of clothing footwear and leather article t shirt and shoe,4782
retail sale of various specialised item including animal skinshorns and related product retail sale of various specialised item including animal skinshorns and related product,4789
selling of clothes and fabric retail sale of clothing and fabric,4771
retail sale of second hand good selling of second hand good such a shoe cloth etc,4774
hairdresser and other beauty treatment hairdresser and other beauty treatment,9602
retail sale of variety of item including food product and non food product beverage bookspen bisquit mint pen book beverage,4711
selling of motor vehicle spare part and accessory engine oilbrakes lightsfilters retail sale of motor vehicle spare part and accessory engine oilbrakes lightsfilters,4530
retail sale of clothing footwear and leather article in specialised store retail sale of clothing footwear and leather article in specialised store,4771
repairing and maintenance of motor vehicle repairing and maintenance of motor vehicle,4520
selling of second hand good maitressfridge freezer tv retail sale of second hand good maitressfridge freezer tv,4774
metal shop welding manufacture of metal door window etc metal door and window,2511
wholesale and retail sale of variety of item including food and non food product pampers bisquit penciletorch light chip etc,4711
retail sale of variety of item including food beverage water and other non food product foodwater beverage and other non food product,4711
retail sale of spare part selling of spare part,4530
retail sale of good and other food product in store retail sale in specialised store with food beverage,4711
retail sale of phone accessoriesphone case chargersearpieceheadsetphone screen protector retail sale of phone accessoriesphone case chargersearpieceheadsetphone screen protector,4741
retail sale of article of clothing retail sale of article of clothing,4771
haircut stylinghairdressing and other hair treatment haircut stylinghairdressing and other hair treatment,9602
graphic desing and printing mug printing branding etc graphic design web development web management marketing printing,1812
selling of clothing and textile retail sale of clothing and textile,4641
gathering of scrap metal and metal and mon metal waste scrap metal and metal and mon metal waste,4669
manufacture of metal doorswindows and their frame shutter and gate manufacture of metal doorswindows and their frame shutter and gate,2511
retail sale clothing and leather article retail sale of clothing and leather article,4782
retail sale of charcoal and firewood retail sale of charcoal and firewood,4789
selling of yogurt and cream chakiri retail sale of yogurt and cream chakiri,1050
retail sale of motor vehicle spare part and accessory retail sale of motor vehicle spare part and accessory,4540
selling of clothes in specialised store retail sale of clothes in specialised store,4771
manufacturing of diary product manufacturing of diary product,1050
retail sale of second hand good such a mattress chair etc mattress and chair,4774
selling of good and other food product in store retail sale food item in specialised store,4721
retail sale of second hand good maitress fridge freezer car tire retail sale of second hand good maitress fridge freezer car tire,4774
manufacture of structural metal product manufacture metal structure and other related product,2511
retail sale of distribution of textile product and sewing supply various type of thread fabric such a poplin and cotton sewing needle button,4751
providing gambling and sport betting service provides gambling and sport betting service,9200
retail sale of good and other food product in store retail sale in nonspecialised store with food and beverage,4711
providing short term accommodation service providing accommodation service,5510
administrative activity managing and overseeing of all the branch,7010
gambling and betting activity operation of online gambling servicesbetting activity and lottery service,9200
retail sale of furniture retail sale of furniture lighting equipment and other household article in specialised store,4759
retail sale of timber plywood and other construction material retail sale of building material hardware paint and glass in specialized store,4752
sale of motor vehicle part and accessory retail sale of motor vehicle part and accessory teryers,4530
sale maintenance and repair of motorcycle related part salemaintenance and repair of motorcycle and related part and accessory,4540
cosmetic shop selling of cosmetic product like body cream house sprayprefeum and hair cream,4772
mill grinding machine manufacture ofgrain mill product,1061
selling of cosmetic product retail sale of cosmetic product like weist betsys nitieshouse spray bodycreamsprefeum etc,4772
retail store selling a variety of item food water and beverage and none food product,4711
mobile shop selling of mobile phone,4741
making of bread manufacture of flour product,1071
second hand clothes selling of second hand clothes and textile,4774
weaving of textile manufacture of weaving textile,1312
repair and maintenance of motorcycle and other related accessory part repair and maintenance of motorcycle and other related accessory part,4540
retail sale and other food product varsity and none other food item food water and beverage and item,4711
welding workshop manufacture of metal door and window and their frame,2511
cafeteria and other food activity restaurant and mobile food service,5610
auto mechanic maintenance and repair of motorcycle,4540
retail of selling fuel fuel station,4730
photographic of picture takingbof picture and video,7420
retail store selling a variety of item retail sale of food beverage and other nonfood product,4711
grain milling production of flourgroat meal or pellet manufacturing of grain mill product,1061
repair of bicycle tier etc repairing of bicycle and tire,9529
bar selling of alkaholic like brandingginkores etc,4722
grinding machine grain milling production of flour groatsmeal or pellet,1061
grain product manufacture of flour product,1061
manufacture of furniture manufacture of household furniture,3100
retail store selling a variety of item retail sale of food beverage and water and nonfood product in store,4711
mobile repairing repair and selling of phone cover screen charger etc,9511
barbershop hairdressing and other beauty treatment,9602
retail store selling a variety of item food beverage water and other nonfood product,4711
selling of second hand clothes retail sale of secondhand clothes,4774
manufacture of metal door and window and their frame manufacture of structural metal product,2511
repair and maintenance of motorcycle and other related accessory repair and maintenance of motorcycle and other related accessory,4540
education teaching and learning,8510
grinding machine manufacture of grain mill product,1061
retail sale of good and other food product good and service,4711
sale of good and other food product in store food and service,4711
sewing of clothes sewing of clothes and textile except fur apparel and other accessory,1410
retail store selling a variety of item food beverage and water and other nonfood product,4711
retail sale of basic material like zip retail sale of zip,4751
retail sale of meat and meat product retail saleof food in specialized store,4721
sale maintenance and repair of motorcycle and sale maintenance and repair of motorcycle and related part,4540
sale of good and other food product in store retail sale in nonspecialized storee with food beverage and water,4711
auto mechanic garaged repair of motorcycle and related part and accessory,4520
retail sale of other building material retail sale of building material,4752
cafeteria and other food service restaurant and mobile food service activity,5610
grinding milling production of flour groat meal orbpellets manufacture of grain mill product,1061
making of weaving clothes manufacture of weaving textile,1312
education teaching and learning,8521
sewing of clothes and textile manufacture of wearing apparelexcept fur apparel,1410
selling of cosmetic product retail sale of cosmetic like bodycreams prefeum etc,4772
retail sale of shoe selling of shoe,4771
retail store selling a variety of item food water and beverage and nonfood product,4711
maintenance and repair of motorcycle and related sale maintenance and repair of motorcycle and related part and accessory,4540
selling of ice manufacture of ice,3530
bakery manufacture of flour product,1071
selling of second hand clothes selling of secondhand clothes,4774
selling of second hand clothes wholesale of secondhand good,4774
cosmetic surgeon retail sale of cosmetic product,4772
sale of good and other food product in store fula shop,4711
selling of drug selling of cosmetic,4772
repair of motorcycle maintenance and repair of motorcycle and other,4540
sewing of clothes and manufacture of wearing apparel except fur apparel,1410
fashion shop selling of shoeseye glass belt shoucks etc,4771
retail store selling a variety of item foodbeverages water and other nonfood product,4711
barbing hairdressing and other beauty treatment,9602
mobile repair shop repair of phone,9512
football videoclub watching of football sport activity,9329
second hand clothes selling of second hand clothes,4774
maintenance and repair of moyor vehicle maintenance and repair of moyor vehicle,4520
auto mechanic fita garage repairing of motorcycle,4540
baking of cake product manufacture of flour and other food product,1071
auto mechanic maintenance and repair of motorcycle and accessory,4520
manufacture of structural metal door and window and their frame manufacture of structural metal door and window and their frame,2511
retail sale of pharmaceutical retail sale of pharmaceutical and medical goodscosmetic and toilet article in store,4772
bakery product making of bread retail sale of fresh or preserved fruit and vegetable,4721
sewing of clothes and textile manufacturing of wearing apparel except fur apparel,1410
manufacture of structural metal door and window and their frame manufacture of structural metal door and window,2511
metal work shop manufacturer of metal door window and their frame,2511
grinding of meal product grain milling production of flour groat or pellet,1061
sale maintenance and repair of motorcycle and others spare part motorcycle,4540
sale of good and food product in store food beverage and water and other nonfood product,4711
cafeteria and other food activity food and service,5610
retail sale and other food product in store sale of food water and beverage varsity and none food item in store,4711
grain milling production of flourgroatsmeal or pellet manufacture of grain product,1061
retail sale of good and food product in store food beverage and water and other nonfood product,4711
grain mill product manufacture of flour product,1061
making of structural metal manufacture of structural metal door and window and their frame,2511
grain milling production of flour groat meal or pellet manufacturing of grain mill product,1061
selling of fashion selling of fashion clothes like shoe abayasjarsey etc,4771
selling of fashion clothes and abayaa retail sale of fashion clothes,4771
grain millingproduction of flour groat meal or pellet manufacturing of grain mill product,1061
grain milling production of flourgroatsmeal or pellet manufacture of grain mill product,1061
auto mechanic of motorcycle sale maintenance and repair of motorcycle and other related accessory,4540
barbing of hair hairdressing and other beauty treatment,9602
carpentry making of bedsworddrow sofa door etc,3100
selling of fuel retail sale of fuel,4730
sewing clothing and textile shewing of clothes,1410
repair and maintenance of tractor repair and maintenance of tractor,4520
bakery production manufacture of bread and flour product,1071
sewing of clothes and textile manufacture of wearing apparel except fur apparel,4711
auto mechanic maintenance and repair of motorcycle and other related part,4540
grinding machine grain mill production of flour and flour,1061
selling of cosmetic product cosmetic surgeon,4772
baking of bread manufacture of bread,1071
metal workshop welding manufacture of door window and their frame,2511
secondhand cloth retail sale of secondhand,4774
retail store selling a variety of item foodbeverages water and nonfood product,4711
sewing of clothes manufacture of wearing apparel and fur apparel and accessory,1410
videoclub watching of football football,9329
selling of cement retail sale of cement,2395
barbering hairdressing and other beauty treatment product,9602
video club football club,9329
barbershop hairdressing and other beauty treatment service,9602
gym center lefting of weight,9311
maintenance and repair of bicycle maintenance and repair of bicycle,3092
black smith manufacture of jewelry like banguls ring,3211
mobile phone cover selling of mobile phone cover,4741
manufacture of donkey cart part retail sale of donkey cart part,3099
sewing clothes and textile tailoring,1410
auto mechanic maintenance and repair of motorcycle,4520
retail store selling a variety of item food beverage water and nonfood product,4711
selling of fashion retail sale of fashion like bagsshoeseyelashesringsear ring etc,4771
retail store selling a variety of item food water and beverage other nonfood product,4711
retail sale of article of clothing retail sale clothing and footwear and leather article in specialized store,4771
sale maintenance and repair of motorcycle and related part sale maintenance and repair of motorcycle,4540
abric school teaching and learning,8510
selling of clothes retail sale of clothes niddles zipselastic,4771
cosmetic product wholesale and retail sale of cosmetic product like bodycreambody shampohaircreamjewelry nities,4772
fashion clothes retail sale of fashion like clothes shoebeltshock jarsey cap etc,4771
grinding machine manufacture of flour product,1061
making of bread manufacture of bread,1071
sale of good and other food product in store good and service,4711
making of metal door and window manufacture of structural metal door and window and their frame in store,2511
quaranic memorization school quaranic memorization centre dara,8549
retail sale of hardware hardware timber,4752
manufacture of funiture bed and funiture,3100
providing internet access service internet service,6209
manufacturing of wood carboard beb and chair,1622
retail sale of cosmetic product cosmetic product,4711
maintenance and repair of motorcycle maintenance of motorcycle,4540
manufacture of structural material metal door and window,2511
retail sale of mobile phone cover change and head phone,4741
nusery education nusery education service,8510
hairdressing and other beauty hairdressing,9602
manufacture of structural material product metal door window and their frame,2511
retail sale of telecommunication device mobile phone and phone accessory,4741
retail sale cosmatic body lotion and spray,4772
manufacture of furniture chair beb and others furniture,3100
retail sale of fabric product sale of fabric product,4751
manufacturing of furniture beb and chair,3100
restaurant and mobile food service bar and restaurant,5610
quaranic memorization centre quaranic memorization centre,8549
retail sale of household good household product,4759
manufacture of metal door and window metal door window and their frame,2511
manufacture of diary product manufacture of diary product chakery,1050
nusery and primary school education nusery and primary education,8510
mainternace and repair of motor vehicle mainternace of motor vehicle,4520
retail sale of bicycle sale of bicycle,4763
retail sale of good and others food sale of good and others food,4711
quaranic memorization centre quaranic memorization centre darra,8549
pharmacy pharmacy,2100
retail sale of cosmatic spray body lotion,4772
retail sale of aliminium window glass door,2310
manufacture bakery bread manufacture of bread bakery,1071
retail sale of second hand good second hand good freezer dominant,4774
sewing cloth and textile sewing cloth and textile,4711
proving medical service medical service,8620
retail sale of article of clothes fashion,4771
restaurant and mobile food service restaurant,5610
manufacture of dairy cream or chakary,1050
manufacturing of metal door window and others frame,2511
retail sale of cosmatic body lotion and spray,4772
retail sale of mobile spare part sale of motor spare part,4730
car wash maintenance,4520
retail sale of second hand good second hand shop,4774
repair of motor vehicle maintenance motor vehicle,4540
retail sale of article of clothes sale of clothes,4751
retail sale of food product and other consumable good food product beverage tobacco,4711
manufacture of diary product manufacture of diary product,1050
retail sale of cosmatic shop sale of body lotion and spray,4772
retail sale of others building m building material,4752
retail sale motor cycle spare spare part motorcycle,4540
manufacture of metal door window and their frame door and window and their frame,2511
manufacture of metal door window and their frame glass door and window glass,2511
manufacturing of metal material and others frame manufacture metal door window and other frame,2511
manufacture of metal door window and their frame door and window,2511
manufacture of dairy product cream or chere,1050
management decision making,7010
retail sale of cloth cloth,4771
retail sale of second hand good secon hand cup plate etc,4774
manufacturing of glass glass door window,2310
repair of household appliance retail of household appliance,9522
quaranic memorization centre quaranic memorization centre dara,8549
mainternace and repair of motor vehicle maintenance of motor vehicle,4520
maintenance and repair of motor vehicle mainternace,4520
priting service priting tsirt business id,1811
retail sale of peanut groundnut maize and others food product sale of groundnut peanut coose,4781
manufacture of structural material product metal door and window,2511
sale of motor vehicle part motor vehicle spare part,4530
mainternace and repair of motor vehicle mainternace and motor vehicle,4520
manufacturing of metal door window and their frame door and window,2511
retail sale of food product and other consumable good food product dominant,4711
retail sale of pharmaceutical sale of drug,4772
manufacture of metal structural metal product metal door window and their frame,2511
restaurant and mobile food restaurant,5610
maintenance and repair of motor vehicle mainternace motor vehicle,4520
retail sale cosmetic product selling of body lotion spray etc,1410
retail sale of cosmetic good body lotion perfume soap body oil,4772
hair dressing haircut,9602
provision of education primary and nursery education,8510
retail sale of good and other food product in store retail sale of good and other food product in store rice soft drink mint bread etc,4711
drug store drug store,4772
retail sale of baby clothing retail sale of clothing in specialized store,4771
retail sale of article of clothing retail sale of clothing,4782
serve a venue for artisan of handmade good directly to consumer handmade craftsb artisanal food jewelry textile pottery and various creative product,4789
manufacture of food product manufacture of diary product chakiri,1050
retail sale of footwear retail sale of all type footwear casual formal sportsshoes boot sandal,4782
retail sale of cooking pot and related kitchen product retail sale of household appliance article and equipment,4759
restaurant and mobile food activity restaurant and mobile activity,5610
gym and fitness centre operation of sport facility physical fitness weight training,9311
washing and polishing car washing and polishing and cleaning of motor vehicle,4520
repair of mobile phone repair and maintenance of mobile phonessmart phone and other communication device,9512
cafetarian and other food activity restaurant and mobile food service,5610
repair of communication equipment repair and maintenance of communication device mobile phone smart phone,9512
manufacture of food product manufacture of diary product chakire,1050
selling of good and other food product in store retail sale in non specialized store with food and beverage or tobacco predominating,4711
retail sale of machinery equipment retail sale of electrical household appliance furniture lighting equipment and other household art,4759
repair and maintenance of motor cycle repair and maintenance of motor cycle,4540
retail sale of article of clothing retail sale of clothingfootwear and leather article in specialized store,4782
retail sale of good and other food product retail sale in non specialized store with food and beverage or tobacco predominating,4711
retail sale of clothing and textile retail sale of clothing and textile in specialized store,4771
retail sale of and textile and fabric retail sale of textile in specialized store,4751
manufacture of jewellery and related article manufacturing of jewellery and related article bead,3211
retail sale of pharmaceutical retail sale of pharmaceutical cusmetic and toilet article in specialized store,4772
retail sale of article of clothing retail sale of clothing footwear and leather article in specialized store,4782
retail sale of clothing retail sale of clothing,4782
retail sale of jewellery retail sale of watch and jewellery in specialized storesgoldsilver and platinium jewellery,4773
retail sale of building material retail sale of hardwarepaints and glass in specialized store,4752
sale and maintenance and repair of motorcycle and related part sale maintenance and repair of motorcycle and related part and accessory,4540
retail sale of good and other food product retail sale of food and beverage or tobacco predominating product in store,4711
manufacture of kitchen appliance manufacture of household appliance cooking pot furno,2599
retail sale of good and other food product retail sale of food and beverage or tobacco predominating,4711
washing of motor vehicle repair and maintenance of motor vehicle washing polishing and cleaning of motor vehicle,4520
retail sale of article of clothing and textile retail sale of clothing,4771
retail sale of good and other food product retail sale of food and beverage,4711
retail sale of building material such a cement retail sale of hardware paint and glass in specialized store,4752
manufacture of other fabricated metal product manufacture of ceramic or glass product cooking pot,2599
retail sale of household utensil and cutlery retail sale of electrical household appliance furniture lighting equipment and other household app,4759
retail sale of variety of item including food beverage water and non food product food beverage water and other non food product,4711
retail sale of other building material retail sale of hardware paint glass in specialized store,4752
retail sale of good and other food product retail sale of food and beverage,4789
retail sale of pharmaceutical and medical good costomertic and toilet aticle in a specialised store retail sale of pharmaceutical,4772
retail sale of household funiture retail sale of electrical household appliance funiture lighting equipment,4759
retail sale of mobile phone and related part in specialized store retail sale of mobile phone and related part in specialized store,4741
retail sale of telecommunication equipment and software in specialised store retail sale of mobile phone,4741
manufacture of stove manufacture of stove,2511
repair of motor cycle repair of motor vehicle,4540
retail sale of food product in non specialised store with bevragrs tobacco sale of good and other food product in stre,4771
retail sale of compiter software and telecommunication equipment in a specialised store retail sale of telecommunication equipment in a specialised store eg mobile,4741
retail sale of consumer electronics retail sale of consumer electronics,4759
retail sale of mobile phone in specialized store retail sale of mobile phone in specialized store,4741
sale repair and maintenance motorcycle and related sale maintenance an repair of motor vehicle,4540
retail sale of electrical household appliance funiture lighting equipment and other household uten retail sale of household funiture eg sofar,4759
retail sale of telecommunication equipment and software in specialised store sale of mobile phone,4741
manifacture of grain mill product manifacture of grain mill product in stre,1061
manifacture of structural metal product manifacture of metal door and there frame,2511
retail sale of sewing material retail sale of sewing material,4773
stationery ie tourist book stationery ie tourist book,4761
retail sale of good and other food product in non specialised store with bevragrs tobacco sale of good and other food product in stre,4711
retail sale of food in non specialised store retail sale of fresh or preserved fruit and vegetable,4721
retail sale of electrical household appliance funiture lighting equipment and other household retail sale of household funiture,4759
manifacture of metal door and there frame manifacture of structural metal product eg welding,2511
retail sale of textile and fabric retail sale of textile and fabric in a specialised store,4751
wholesale of waste and scrap and other product wholesale of metal and non metal waste scrap and,4669
retail sale of seed retail sale of seed,4773
sale and maintenance and repair of motorcycle and related part and accessory sale maintenance and repair of motorcycle and related,4540
sale of motor vehicle part accessory sale of good motor vehicle part and accessory,4530
retail sale of mobile phone and related part in specialized store retail sale of mobile phone and related phone in specialized store,4741
retail sale of pharmaceutical and medical good costomertic shop retail sale of pharmaceutical and medical good costomertic shop,4772
manufacture of furniture manufacture of wooden door bed,3100
retail sale of cosmetic produtcs retail sale of cosmetic product,4772
manufacture of stove container manufacture of stove,2511
sewing of furniture sewing of furniture,1410
retail sale of food service retail sale of food servicesc,5629
repair of software equipment repair of software equipment,9511
retail sale of pharmaceutical retail sale of pharmaceutical and medical good costomertic and toilet aticle in a specialised sto,4772
retail sale of pharmaceutical and medical good costomertic and toilet aticle in retail sale of pharmaceutical,4772
retail sale of domestic material in specialized store retail sale of domestic in specialized store,4773
manifacture of grain mill product grill malling production of flour groat mealor pellet,1061
retail sale of c compiter software and telecommunication equipment in non specialised store retail sale of telecommunication equipment and software,4741
retail sale of food product retail sale of sower milk soow,4711
retail sale of food stuff in specialized store ie rice onion etc retail sale of food stuff in specialized store ie rice onion etc,4721
